Ensembl Gene ID	EntrezGene ID	HGNC symbol
ENSG00000261340	106456574	LINC01616
ENSG00000270058		
ENSG00000223601	340900	EBLN1
ENSG00000248152		
ENSG00000273090		
ENSG00000100567	5684	PSMA3
ENSG00000236231		
ENSG00000150261	390157	OR8K1
ENSG00000163993	6286	S100P
ENSG00000264695		
ENSG00000233108		
ENSG00000231667		OR7E111P
ENSG00000266489		
ENSG00000198001	51135	IRAK4
ENSG00000278828	8357	HIST1H3H
ENSG00000249373		
ENSG00000237009	84850	GLIS3-AS1
ENSG00000172900	399923	
ENSG00000077279	1641	DCX
ENSG00000267095		
ENSG00000196656		
ENSG00000132286	26515	TIMM10B
ENSG00000273165		
ENSG00000282686		
ENSG00000103042	55238	SLC38A7
ENSG00000232842		
ENSG00000256518		
ENSG00000147162	8473	OGT
ENSG00000235258		NDUFB4P6
ENSG00000282533		
ENSG00000182973	25904	CNOT10
ENSG00000240058		ARGFXP1
ENSG00000260695		
ENSG00000155265	401647	GOLGA7B
ENSG00000167969	1632	ECI1
ENSG00000135297	25821	MTO1
ENSG00000236472		
ENSG00000282292		IGHVII-40-1
ENSG00000259884		
ENSG00000232565		C4A-AS1
ENSG00000204971		
ENSG00000266279		
ENSG00000271035		
ENSG00000260303		
ENSG00000114735	51409	HEMK1
ENSG00000188177	376940	ZC3H6
ENSG00000267564		
ENSG00000269050		
ENSG00000122375	94233	OPN4
ENSG00000204396	80737	VWA7
ENSG00000236306	101929582	LINC01241
ENSG00000181619	64582	GPR135
ENSG00000272144		
ENSG00000146013	2676	GFRA3
ENSG00000215158		
ENSG00000229045		DDX6P1
ENSG00000248809	100505545	LINC01095
ENSG00000214866	728597	DCDC2C
ENSG00000140682	7041	TGFB1I1
ENSG00000262714		
ENSG00000206493	3133	HLA-E
ENSG00000135164	9988	DMTF1
ENSG00000282885		
ENSG00000204642	3134	HLA-F
ENSG00000238266	100507127	LINC00707
ENSG00000128250	5988	RFPL1
ENSG00000282180		IGHV3-42
ENSG00000234660		LINC00440
ENSG00000260927		
ENSG00000273558		
ENSG00000282553		IGHVIV-44-1
ENSG00000223661	102060414	C4B-AS1
ENSG00000216998		CYP2AC1P
ENSG00000273639		
ENSG00000103018	80777	CYB5B
ENSG00000225165		
ENSG00000282142		
ENSG00000261465		
ENSG00000130711	59335	PRDM12
ENSG00000095574	64376	IKZF5
ENSG00000229457		
ENSG00000231286	3119	HLA-DQB1
ENSG00000144355	1745	DLX1
ENSG00000229087		
ENSG00000258044		
ENSG00000278945		
ENSG00000274457		
ENSG00000233842		
ENSG00000237880		
ENSG00000072110	87	ACTN1
ENSG00000275035	80212	CCDC92
ENSG00000268754		
ENSG00000233039		MTND5P30
ENSG00000278873	100133319	
ENSG00000063127	28968	SLC6A16
ENSG00000226234		KRT18P24
ENSG00000237937	101929011	
ENSG00000251126	102723896	
ENSG00000279280	641367	
ENSG00000279957		
ENSG00000255262		TCEB2P2
ENSG00000213548		
ENSG00000224129		DPPA2P2
ENSG00000229306		
ENSG00000229964		
ENSG00000273211		
ENSG00000224568		
ENSG00000267555		
ENSG00000227707		SDAD1P3
ENSG00000232883		
ENSG00000186940		CHCHD2P9
ENSG00000282711		TRBV11-1
ENSG00000139574	8620	NPFF
ENSG00000100982	63935	PCIF1
ENSG00000277757		
ENSG00000197475	1587	ADAM3A
ENSG00000165312	220213	OTUD1
ENSG00000179909	7710	ZNF154
ENSG00000280691		
ENSG00000244462	10137	RBM12
ENSG00000137077	6366	CCL21
ENSG00000272341		
ENSG00000233086		
ENSG00000282065		IGHJ4
ENSG00000281782		
ENSG00000273264		
ENSG00000264562		
ENSG00000232159	9366	RAB9BP1
ENSG00000227423		OR10U1P
ENSG00000280250		
ENSG00000227683		
ENSG00000114354	10342	TFG
ENSG00000275050		ZNF66
ENSG00000249754		NDUFB4P9
ENSG00000177602	83903	GSG2
ENSG00000275061		
ENSG00000072042	51109	RDH11
ENSG00000243926		TIPARP-AS1
ENSG00000129355	1032	CDKN2D
ENSG00000244921		MTCYBP18
ENSG00000175518	143630	UBQLNL
ENSG00000258933		
ENSG00000249412		
ENSG00000254445		HSPB2-C11orf52
ENSG00000224567		
ENSG00000188312	401541	CENPP
ENSG00000271795		
ENSG00000282067	100128977	MAPT-AS1
ENSG00000225032	102723566	
ENSG00000278655		
ENSG00000225870		LINC00368
ENSG00000235931	283025	LINC01553
ENSG00000182685	283870	BRICD5
ENSG00000249776		
ENSG00000136279	28988	DBNL
ENSG00000136279	102466985	DBNL
ENSG00000279741		
ENSG00000282121		
ENSG00000126759	5199	CFP
ENSG00000243570	629	CFB
ENSG00000261582		
ENSG00000278857		IGKV1D-12
ENSG00000242795		
ENSG00000232682		
ENSG00000172123	55106	SLFN12
ENSG00000234893		HCG18
ENSG00000217372		TUBB4BP7
ENSG00000270558		
ENSG00000225244		
ENSG00000279253		
ENSG00000089486	29965	CDIP1
ENSG00000249873	440117	
ENSG00000251608		OR12D1
ENSG00000100321	9145	SYNGR1
ENSG00000231450	100130889	PSORS1C3
ENSG00000183921		SDR42E2
ENSG00000226334		
ENSG00000278367		
ENSG00000279501		
ENSG00000228008		
ENSG00000121417	10520	ZNF211
ENSG00000170027	7532	YWHAG
ENSG00000237720		
ENSG00000226045		
ENSG00000279414		
ENSG00000220793		RPL21P119
ENSG00000151779	51594	NBAS
ENSG00000237419		
ENSG00000180872	245915	DEFB112
ENSG00000122872		ARL4AP1
ENSG00000230468		CLUHP5
ENSG00000012232	2137	EXTL3
ENSG00000231084		
ENSG00000111837	4117	MAK
ENSG00000237735		
ENSG00000257053		
ENSG00000254683		SNRPCP6
ENSG00000282760		TRBV12-1
ENSG00000133328	54979	HRASLS2
ENSG00000261573		
ENSG00000197992	283420	CLEC9A
ENSG00000279381		
ENSG00000266248		
ENSG00000103876	2184	FAH
ENSG00000179997		
ENSG00000134343	63982	ANO3
ENSG00000113905	3273	HRG
ENSG00000173349	84826	SFT2D3
ENSG00000229386		OR8B9P
ENSG00000100503	51199	NIN
ENSG00000126005		MMP24-AS1
ENSG00000259066		
ENSG00000279884		
ENSG00000270856		
ENSG00000105708	7561	ZNF14
ENSG00000279387		
ENSG00000120251	2891	GRIA2
ENSG00000217624		
ENSG00000223624		
ENSG00000187950	341350	OVCH1
ENSG00000253591	105377716	
ENSG00000229072		HMGN2P24
ENSG00000237875		
ENSG00000233915		UBE2Q2P10
ENSG00000233392	200772	
ENSG00000178163	85460	ZNF518B
ENSG00000134884	55082	ARGLU1
ENSG00000205333		GOLGA2P1
ENSG00000277213		SDR42E1P2
ENSG00000227001		NBPF2P
ENSG00000260179		
ENSG00000251579		
ENSG00000104671	10671	DCTN6
ENSG00000102003	6855	SYP
ENSG00000189108	26280	IL1RAPL2
ENSG00000278403	3812	KIR3DL2
ENSG00000260920		
ENSG00000277561	283796	GOLGA8IP
ENSG00000250674		
ENSG00000204464		C1orf195
ENSG00000266931		
ENSG00000233409	101410540	FANK1-AS1
ENSG00000268289		
ENSG00000253652		
ENSG00000007384	64285	RHBDF1
ENSG00000224388		BACE2-IT1
ENSG00000213693		SEC14L1P1
ENSG00000282408	105377924	
ENSG00000167889	146664	MGAT5B
ENSG00000158516	1358	CPA2
ENSG00000071564	6929	TCF3
ENSG00000282570		
ENSG00000277355	3805	KIR2DL4
ENSG00000173966		
ENSG00000154059	55364	IMPACT
ENSG00000261710		
ENSG00000105443	9266	CYTH2
ENSG00000258872		FDPSP3
ENSG00000274786	115653	KIR3DL3
ENSG00000153904	23576	DDAH1
ENSG00000277208		
ENSG00000227746	720	C4A
ENSG00000226769		GAPDHP54
ENSG00000116014	84634	KISS1R
ENSG00000275871		
ENSG00000184206	643707	GOLGA6L4
ENSG00000232729		
ENSG00000175325	5626	PROP1
ENSG00000184470	10587	TXNRD2
ENSG00000243156	57553	MICAL3
ENSG00000274442	10594	PRPF8
ENSG00000178772	1370	CPN2
ENSG00000260090		
ENSG00000233216		
ENSG00000108242	1562	CYP2C18
ENSG00000166199	221120	ALKBH3
ENSG00000242697		RPL5P12
ENSG00000178125	286187	PPP1R42
ENSG00000160360	26086	GPSM1
ENSG00000280027		
ENSG00000282609		IGHV3-22
ENSG00000241993		RPL38P1
ENSG00000237294		EIF4BP9
ENSG00000078549	117	ADCYAP1R1
ENSG00000280019		
ENSG00000259422	101929439	
ENSG00000187080	391191	OR2AK2
ENSG00000128596	64753	CCDC136
ENSG00000259065		
ENSG00000224136		
ENSG00000228304		OR4K6P
ENSG00000198704	257202	GPX6
ENSG00000259016		
ENSG00000234417		HCG19P
ENSG00000151475	83447	SLC25A31
ENSG00000237010	414760	HCG14
ENSG00000095464	5146	PDE6C
ENSG00000173273	8658	TNKS
ENSG00000065485	10954	PDIA5
ENSG00000065485	102465667	PDIA5
ENSG00000226476		
ENSG00000082458	1741	DLG3
ENSG00000272913		
ENSG00000265413		
ENSG00000271128		
ENSG00000255019		OR5D15P
ENSG00000282593		IGHV3-53
ENSG00000145708	1393	CRHBP
ENSG00000255341		OR8Q1P
ENSG00000278845	84311	MRPL45
ENSG00000185250	285755	PPIL6
ENSG00000228606		
ENSG00000251664	56137	PCDHA12
ENSG00000229207		SERPINH1P1
ENSG00000277863		
ENSG00000108654	1655	DDX5
ENSG00000108654	100616387	DDX5
ENSG00000108654	100616408	DDX5
ENSG00000270953		
ENSG00000255439		
ENSG00000184185	3768	KCNJ12
ENSG00000277206		
ENSG00000135090	51347	TAOK3
ENSG00000282836		
ENSG00000230453	441459	ANKRD18B
ENSG00000254879		PTPRJ-AS1
ENSG00000266208		
ENSG00000145354	493856	CISD2
ENSG00000275812		
ENSG00000232010	105372833	
ENSG00000232010	105379484	
ENSG00000167700	113655	MFSD3
ENSG00000135318	4907	NT5E
ENSG00000022355	2554	GABRA1
ENSG00000241186	6997	TDGF1
ENSG00000272657		
ENSG00000257342		
ENSG00000214955		
ENSG00000270982		
ENSG00000234826		
ENSG00000279968	100507462	GVQW2
ENSG00000256286		
ENSG00000246203		
ENSG00000232095		UBQLN1P1
ENSG00000125508	6725	SRMS
ENSG00000013364	9961	MVP
ENSG00000160181	7032	TFF2
ENSG00000258096		
ENSG00000227673		
ENSG00000253790		
ENSG00000232519		
ENSG00000162065	57465	TBC1D24
ENSG00000273245		
ENSG00000259471	102723165	LINC01169
ENSG00000269097		
ENSG00000250473		DUTP7
ENSG00000225588		
ENSG00000164542	23366	KIAA0895
ENSG00000279028		
ENSG00000196975	307	ANXA4
ENSG00000253697		
ENSG00000235105		
ENSG00000230355		
ENSG00000260505		
ENSG00000250906		
ENSG00000279535		
ENSG00000271926		
ENSG00000280660	101927032	
ENSG00000188676	169355	IDO2
ENSG00000156282	26285	CLDN17
ENSG00000106123	2051	EPHB6
ENSG00000157184	1376	CPT2
ENSG00000267261		
ENSG00000269343	100293516	ZNF587B
ENSG00000151838	729665	CCDC175
ENSG00000261487		
ENSG00000143498	9015	TAF1A
ENSG00000175938	93129	ORAI3
ENSG00000231529		
ENSG00000213701		SETP22
ENSG00000204876		
ENSG00000235581		
ENSG00000231877		
ENSG00000215808	339535	LINC01139
ENSG00000245571		
ENSG00000248864		
ENSG00000147789	7553	ZNF7
ENSG00000064195	1747	DLX3
ENSG00000089163	23409	SIRT4
ENSG00000173917	3212	HOXB2
ENSG00000281104		
ENSG00000227589		
ENSG00000101608	10627	MYL12A
ENSG00000100104	402055	SRRD
ENSG00000225880	79854	LINC00115
ENSG00000163702	84818	IL17RC
ENSG00000270654		NUTF2P8
ENSG00000183726	23585	TMEM50A
ENSG00000235537		
ENSG00000258977	101928559	LINC01467
ENSG00000273098		
ENSG00000231204		
ENSG00000241648	100874037	CADM2-AS2
ENSG00000233476		EEF1A1P6
ENSG00000230832		
ENSG00000214872	219537	SMTNL1
ENSG00000231551		
ENSG00000257021		HSPE1P20
ENSG00000152254	57818	G6PC2
ENSG00000186508		OR9I2P
ENSG00000196968	170384	FUT11
ENSG00000279051	219952	OR6Q1
ENSG00000158006	5051	PAFAH2
ENSG00000281954		
ENSG00000257999		
ENSG00000233616		
ENSG00000265897		
ENSG00000229245		
ENSG00000265069	101927188	
ENSG00000234841		
ENSG00000250116	100506142	
ENSG00000131548	84672	TTTY6B
ENSG00000131548	441543	TTTY6B
ENSG00000268532	146513	
ENSG00000139656	79024	SMIM2
ENSG00000228814		
ENSG00000263236	83755	KRTAP4-12
ENSG00000267016		
ENSG00000235523		
ENSG00000223487		FRMPD4-AS1
ENSG00000236195		RNMTL1P2
ENSG00000232993		
ENSG00000263090	83899	KRTAP9-2
ENSG00000223374		
ENSG00000151962	166863	RBM46
ENSG00000187033	344658	SAMD7
ENSG00000139921	81542	TMX1
ENSG00000105287	25865	PRKD2
ENSG00000136738	8027	STAM
ENSG00000267728	81870	KRTAP9-9
ENSG00000211657		IGLV3-32
ENSG00000176075		LINC00302
ENSG00000249814		RPSAP2
ENSG00000255408	56145	PCDHA3
ENSG00000179933	55017	C14orf119
ENSG00000228486	728537	LINC01125
ENSG00000029725	9135	RABEP1
ENSG00000161970	6154	RPL26
ENSG00000227456	114036	LINC00310
ENSG00000283654		
ENSG00000102221	9767	JADE3
ENSG00000279709		
ENSG00000211747		TRBV20-1
ENSG00000157021		FAM92A1P1
ENSG00000232606		LINC01412
ENSG00000231825	7916	PRRC2A
ENSG00000264193		
ENSG00000273712		
ENSG00000242206		RPS26P35
ENSG00000269054	105372483	
ENSG00000233203		
ENSG00000169962	83756	TAS1R3
ENSG00000255209		
ENSG00000108773	2648	KAT2A
ENSG00000275552		
ENSG00000174586	162968	ZNF497
ENSG00000223821		
ENSG00000149636	79980	DSN1
ENSG00000223859		
ENSG00000241910	3112	HLA-DOB
ENSG00000270326		
ENSG00000268170		
ENSG00000100068	91355	LRP5L
ENSG00000235286		
ENSG00000100997	26090	ABHD12
ENSG00000233466		MICC
ENSG00000142235	114783	LMTK3
ENSG00000276407		
ENSG00000232871	653677	SEC1P
ENSG00000067167	23471	TRAM1
ENSG00000276761	54883	CWC25
ENSG00000128534	51691	LSM8
ENSG00000259970		
ENSG00000248747		
ENSG00000164930	8323	FZD6
ENSG00000268049		
ENSG00000266460		
ENSG00000078269	8871	SYNJ2
ENSG00000119440		LCN1P1
ENSG00000231465		
ENSG00000279845		
ENSG00000265749		
ENSG00000257070		
ENSG00000010219	8798	DYRK4
ENSG00000281958		TRBJ1-4
ENSG00000276251		
ENSG00000234768		
ENSG00000279169		PRAMEF13
ENSG00000205238	441273	SPDYE2
ENSG00000250894		PRAMEF31P
ENSG00000179134	55095	SAMD4B
ENSG00000229419		RALGAPA1P1
ENSG00000119242	80212	CCDC92
ENSG00000228163	3113	HLA-DPA1
ENSG00000277624		
ENSG00000271503	6352	CCL5
ENSG00000255411		
ENSG00000135093	84749	USP30
ENSG00000262693		
ENSG00000230102	285389	
ENSG00000180787	124961	ZFP3
ENSG00000196071	284521	OR2L13
ENSG00000213547		VN1R64P
ENSG00000131504	1729	DIAPH1
ENSG00000278205		
ENSG00000214559		
ENSG00000278827		
ENSG00000225660		
ENSG00000259477		
ENSG00000165025	6850	SYK
ENSG00000230631		
ENSG00000232292		ALDH7A1P2
ENSG00000069011	5307	PITX1
ENSG00000147996	220869	CBWD5
ENSG00000263001	2969	GTF2I
ENSG00000235582		
ENSG00000133789	23075	SWAP70
ENSG00000227234	728695	SPANXB1
ENSG00000227234	105369237	SPANXB1
ENSG00000230247		HNRNPH3P1
ENSG00000276600	338382	RAB7B
ENSG00000155158	158219	TTC39B
ENSG00000149923	5531	PPP4C
ENSG00000186862	79955	PDZD7
ENSG00000109471	3558	IL2
ENSG00000248810		
ENSG00000145700	256006	ANKRD31
ENSG00000268892		
ENSG00000175164	28	ABO
ENSG00000244055		
ENSG00000048028	57646	USP28
ENSG00000264108		
ENSG00000236211		MTCO1P7
ENSG00000268521		VN1R83P
ENSG00000231896		
ENSG00000283076		
ENSG00000236688		HLA-N
ENSG00000224511	100874146	LINC00365
ENSG00000152475	116412	ZNF837
ENSG00000271164		
ENSG00000178035	3615	IMPDH2
ENSG00000243044		
ENSG00000226156		RPL23AP76
ENSG00000269476		
ENSG00000232058	101928475	
ENSG00000279062		
ENSG00000128829	440275	EIF2AK4
ENSG00000237215		
ENSG00000213244		HIST2H3DP1
ENSG00000275131		
ENSG00000230522	125997	MBD3L2
ENSG00000111196	55110	MAGOHB
ENSG00000230806	100873165	SRGAP2-AS1
ENSG00000261052	6818	SULT1A3
ENSG00000261052	105369243	SULT1A3
ENSG00000256061	161582	DYX1C1
ENSG00000144407	5746	PTH2R
ENSG00000215448		SRMP1
ENSG00000198765	6847	SYCP1
ENSG00000224273		
ENSG00000110200	25906	ANAPC15
ENSG00000008323	55200	PLEKHG6
ENSG00000174640	6578	SLCO2A1
ENSG00000189064	2574	GAGE2A
ENSG00000189064	729447	GAGE2A
ENSG00000189064	100101629	GAGE2A
ENSG00000006377	1750	DLX6
ENSG00000189077	83862	TMEM120A
ENSG00000211766		TRBJ2-2P
ENSG00000158731		OR10J6P
ENSG00000260156		
ENSG00000211599		IGKV5-2
ENSG00000233625		
ENSG00000197892	23303	KIF13B
ENSG00000259550		HNRNPA1P74
ENSG00000267383		
ENSG00000279284		
ENSG00000103043	55697	VAC14
ENSG00000278657		
ENSG00000069206	8756	ADAM7
ENSG00000254355		IGLVI-68
ENSG00000225838		OR2P1P
ENSG00000253752		IGLVI-63
ENSG00000241369	647107	LINC01192
ENSG00000240478		
ENSG00000231255		
ENSG00000262505	51802	ASIC5
ENSG00000234358		
ENSG00000235094		
ENSG00000276324		
ENSG00000234116		
ENSG00000228049	246721	POLR2J2
ENSG00000231203		KRT8P10
ENSG00000276115		
ENSG00000177414	148581	UBE2U
ENSG00000233005		
ENSG00000229771		
ENSG00000277342		
ENSG00000228504	100996630	
ENSG00000276887	57348	TTYH1
ENSG00000229742		
ENSG00000230434		
ENSG00000198822	2913	GRM3
ENSG00000166788	113174	SAAL1
ENSG00000227584		MTND4P5
ENSG00000237954		
ENSG00000218690		HIST1H2APS4
ENSG00000205277	10071	MUC12
ENSG00000254866		DEFB109P3
ENSG00000178752	151176	ERFE
ENSG00000278588	8346	HIST1H2BI
ENSG00000204031		LCN1P2
ENSG00000256276		
ENSG00000103184	9717	SEC14L5
ENSG00000213252		
ENSG00000125447	23163	GGA3
ENSG00000255273		
ENSG00000186912	5030	P2RY4
ENSG00000148719	54788	DNAJB12
ENSG00000214049	652995	UCA1
ENSG00000279864		
ENSG00000184313	374977	MROH7
ENSG00000275193		MYL6P5
ENSG00000256262		USP30-AS1
ENSG00000280784		
ENSG00000249105		
ENSG00000280557		GNG5P1
ENSG00000214820		MPRIPP1
ENSG00000234340		
ENSG00000177306		OR7E125P
ENSG00000119681	4053	LTBP2
ENSG00000281787		
ENSG00000224989		FAM41AY1
ENSG00000107404	1855	DVL1
ENSG00000107404	102466740	DVL1
ENSG00000105976	4233	MET
ENSG00000239944		TRBV8-2
ENSG00000230497		EEF1B2P8
ENSG00000266505		
ENSG00000228971		
ENSG00000250340	105377671	
ENSG00000226033	8859	STK19
ENSG00000118785	6696	SPP1
ENSG00000104738	4173	MCM4
ENSG00000064655	2139	EYA2
ENSG00000280430		
ENSG00000255639		
ENSG00000133250	84330	ZNF414
ENSG00000233687	442184	OR2B3
ENSG00000270415		DPPA3P3
ENSG00000171658		
ENSG00000088992	54997	TESC
ENSG00000271252		
ENSG00000234715	101927870	
ENSG00000280953	101927381	LINC01163
ENSG00000131373	26061	HACL1
ENSG00000253882	154761	
ENSG00000213149		CNN2P9
ENSG00000280271		
ENSG00000257642	105369954	
ENSG00000251349		MSANTD3-TMEFF1
ENSG00000260983		
ENSG00000270835		
ENSG00000254246		
ENSG00000234640		
ENSG00000271607		
ENSG00000220379		OR2J4P
ENSG00000224593		
ENSG00000230932		
ENSG00000103540	9738	CCP110
ENSG00000239941		
ENSG00000249382	105377245	
ENSG00000188981	345222	MSANTD1
ENSG00000235397	100874018	EPN2-AS1
ENSG00000236241		
ENSG00000172992	79877	DCAKD
ENSG00000215859		
ENSG00000211715		TRBV5-3
ENSG00000219302		
ENSG00000226779		NAALADL2-AS2
ENSG00000257465		TCEB1P32
ENSG00000250078		
ENSG00000224681		
ENSG00000261725		
ENSG00000227069		CNN2P2
ENSG00000236167		GAPDHP57
ENSG00000277399	440435	GPR179
ENSG00000230745		MICD
ENSG00000254054		
ENSG00000230915		HLA-W
ENSG00000243069	100507524	ARHGEF26-AS1
ENSG00000259651		MTCO3P23
ENSG00000279544		
ENSG00000279897	103752586	BIRC6-AS2
ENSG00000248015		
ENSG00000232230		TPM4P1
ENSG00000177694	254827	NAALADL2
ENSG00000171942	26538	OR10H2
ENSG00000223439		HLA-J
ENSG00000253215		
ENSG00000260261		
ENSG00000259293	101928694	LIPC-AS1
ENSG00000248764		
ENSG00000172519	284433	OR10H5
ENSG00000224124		POM121L10P
ENSG00000277229		
ENSG00000182255	3739	KCNA4
ENSG00000271013		LRRC37A9P
ENSG00000240342		RPS2P5
ENSG00000280486		
ENSG00000266268		
ENSG00000279266		
ENSG00000111424	7421	VDR
ENSG00000197273	2980	GUCA2A
ENSG00000147677	8667	EIF3H
ENSG00000225579		EDNRB-AS1
ENSG00000134014	55140	ELP3
ENSG00000262818		
ENSG00000224605		
ENSG00000226863		SHROOM2P1
ENSG00000270980		
ENSG00000266149	100192426	
ENSG00000267374		
ENSG00000281127		
ENSG00000279186		
ENSG00000228361		
ENSG00000267722		
ENSG00000230530		LIMD1-AS1
ENSG00000279784		
ENSG00000243715	100874237	CACNA2D3-AS1
ENSG00000212935	386682	KRTAP10-3
ENSG00000240673		
ENSG00000233442		PPP6R2P1
ENSG00000213183		RPS7P8
ENSG00000250893		
ENSG00000263970		
ENSG00000021852	732	C8B
ENSG00000155304	6782	HSPA13
ENSG00000124209	57403	RAB22A
ENSG00000162727	127059	OR2M5
ENSG00000226850	534	ATP6V1G2
ENSG00000270188		MTRNR2L11
ENSG00000126581	8678	BECN1
ENSG00000211716		TRBV9
ENSG00000198601	391194	OR2M2
ENSG00000215045	392862	GRID2IP
ENSG00000240210		
ENSG00000281091		
ENSG00000258477		PPIAP6
ENSG00000071082	6160	RPL31
ENSG00000225907		RPS27P16
ENSG00000233941		
ENSG00000227860		MTND5P18
ENSG00000267641		BNIP3P16
ENSG00000260440		LINC01544
ENSG00000135636	8291	DYSF
ENSG00000224818		
ENSG00000269044		
ENSG00000280079		
ENSG00000231593		
ENSG00000267682		
ENSG00000276934		
ENSG00000065427	3735	KARS
ENSG00000223531	11074	TRIM31
ENSG00000183305	266740	MAGEA2B
ENSG00000177699		
ENSG00000282949		PCMTD1P7
ENSG00000273906		
ENSG00000279517		
ENSG00000225792		
ENSG00000163428	116064	LRRC58
ENSG00000259277		
ENSG00000231764		DLX6-AS1
ENSG00000232155		
ENSG00000100253	55586	MIOX
ENSG00000121390	55269	PSPC1
ENSG00000137210	81853	TMEM14B
ENSG00000206337	10866	HCP5
ENSG00000131732	84240	ZCCHC9
ENSG00000240065	5698	PSMB9
ENSG00000260413		
ENSG00000204701	442186	OR2J3
ENSG00000227206		
ENSG00000203492		OR2N1P
ENSG00000279923		
ENSG00000138760	950	SCARB2
ENSG00000260009	105447648	
ENSG00000225537		
ENSG00000278078		
ENSG00000259227		
ENSG00000249345	101927592	
ENSG00000235888		
ENSG00000246582	389641	
ENSG00000125850	58495	OVOL2
ENSG00000175193	55486	PARL
ENSG00000254814		
ENSG00000259055		
ENSG00000112493	6892	TAPBP
ENSG00000229959		HLA-K
ENSG00000247867	283214	
ENSG00000226453		
ENSG00000162755	126823	KLHDC9
ENSG00000236561	4340	MOG
ENSG00000023734	11171	STRAP
ENSG00000233885		YEATS2-AS1
ENSG00000277024		
ENSG00000113558	6500	SKP1
ENSG00000263276		
ENSG00000100505	114088	TRIM9
ENSG00000227687		
ENSG00000144445	151050	KANSL1L
ENSG00000279247	102157402	AK6
ENSG00000120563	84569	LYZL1
ENSG00000283103		
ENSG00000257727	10330	CNPY2
ENSG00000073331	80216	ALPK1
ENSG00000235232		MRPS18BP2
ENSG00000275940		MRPL57P3
ENSG00000258401		
ENSG00000242636		RPL21P129
ENSG00000176148	55346	TCP11L1
ENSG00000090905	27327	TNRC6A
ENSG00000254450		ALG9-IT1
ENSG00000225834	414764	HCG23
ENSG00000132326	8864	PER2
ENSG00000096696	1832	DSP
ENSG00000275436	553128	KIR2DL5A
ENSG00000181577	221416	C6orf223
ENSG00000151033	119180	LYZL2
ENSG00000168092	5049	PAFAH1B2
ENSG00000283166		
ENSG00000234249		COL11A2P1
ENSG00000260182		
ENSG00000123136	10212	DDX39A
ENSG00000241563	1325	CORT
ENSG00000231560	400002	
ENSG00000104760	2267	FGL1
ENSG00000165752	282974	STK32C
ENSG00000236040		CHIAP1
ENSG00000117090	6504	SLAMF1
ENSG00000259393		
ENSG00000185085	80789	INTS5
ENSG00000236637	3441	IFNA4
ENSG00000237579	101927396	LINC01514
ENSG00000267252		LINC01255
ENSG00000237107		
ENSG00000270973		SMARCE1P7
ENSG00000177370	29928	TIMM22
ENSG00000273520		SPDYE8P
ENSG00000005889	7543	ZFX
ENSG00000224950		
ENSG00000169375	25942	SIN3A
ENSG00000258712		CXADRP2
ENSG00000244226		ILF2P1
ENSG00000258767		
ENSG00000224873		CDY13P
ENSG00000249279		
ENSG00000228962	414764	HCG23
ENSG00000243244	11037	STON1
ENSG00000265702		
ENSG00000233437	100130849	
ENSG00000134259	4803	NGF
ENSG00000279639		
ENSG00000239238		MEMO1P3
ENSG00000235908		RHOA-IT1
ENSG00000203756	253582	TMEM244
ENSG00000282277		CYP3A51P
ENSG00000256616		
ENSG00000223914		
ENSG00000264343	388677	NOTCH2NL
ENSG00000120253	348995	NUP43
ENSG00000272196	723790	HIST2H2AA4
ENSG00000196449	79693	YRDC
ENSG00000028310	65980	BRD9
ENSG00000204511	401250	MCCD1
ENSG00000267343		ZNF833P
ENSG00000259836		AGGF1P6
ENSG00000255587	401258	RAB44
ENSG00000260341		C2orf69P2
ENSG00000239556		
ENSG00000259337		IGHV1OR15-2
ENSG00000234579		
ENSG00000204456		
ENSG00000235141		COX6CP17
ENSG00000241057		
ENSG00000254870		ATP6V1G2-DDX39B
ENSG00000277435		
ENSG00000230289		
ENSG00000102401	51566	ARMCX3
ENSG00000257078		
ENSG00000255323	102723378	LINC01495
ENSG00000271606		
ENSG00000269425		
ENSG00000259379		MTND5P32
ENSG00000135506	10956	OS9
ENSG00000234647	101929420	
ENSG00000265096	100507410	C1QTNF1-AS1
ENSG00000251513		
ENSG00000216518		EEF1GP6
ENSG00000249005		FAM90A4P
ENSG00000235245		
ENSG00000225428		NDUFB4P7
ENSG00000236711		SMAD9-IT1
ENSG00000279271		
ENSG00000262640		
ENSG00000259600		
ENSG00000228248		NUTF2P3
ENSG00000236206		
ENSG00000227804	5514	PPP1R10
ENSG00000267317		
